,state_id,Manufacturer,Model Name,quantity,Equipment Type,Age,OS,Certification Level,Scanning Rate,Error Rate,Reliability,Quality
236,31,ES&S,ExpressVote,1284,BMD,11,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.85,0.62
237,32,Dominion,ImageCast Central,30,Batch-Fed Optical Scanner,14,Windows,VVSG 1.0 (2005),High-speed,"<=1/500,000",0.75,0.57
238,32,Dominion,ImageCast Precinct 2,3,Hand-Fed Optical Scanner,,,VVSG 1.0 (2005),,"<=1/500,000",0.7,0.51
239,32,Dominion,ImageCast X,41,BMD,12,Android,VVSG 1.0 (2005),,"<=1/500,000",0.75,0.67
240,32,Dominion,ImageCast X as DRE,5035,DRE Touchscreen,,,,,,0.95,0.83
241,32,ES&S,DS200,6,Hand-Fed Optical Scanner,15,Windows,VVSG 1.0 (2005),Highspeed,"<=1/500,000",0.75,0.57
242,32,ES&S,DS450,2,Batch-Fed Optical Scanner,9,Windows,VVSG 1.0 (2005),72 ballots/minute,"<=1/500,000",0.85,0.64
243,32,ES&S,DS950,1,Batch-Fed Optical Scanner,,,(VVSG) 2.0,280 ballots/minute,"<=1/1,670,000",0.7,0.66
244,32,ES&S,ExpressVote,80,BMD,11,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.85,0.62
245,32,InterScan,HiPro 8x1,6,,,,,,,,
246,33,Premier Election Solutions (Diebold),AccuVote OS,265,Hand-Fed Optical Scanner,,,,,,0.95,0.44
247,33,VotingWorks,VXSUITE 3.1.2,24,,,,,,,,
248,34,Dominion,ImageCast Central,24,Batch-Fed Optical Scanner,14,Windows,VVSG 1.0 (2005),High-speed,"<=1/500,000",0.75,0.57
249,34,Dominion,ImageCast X,3202,BMD,12,Android,VVSG 1.0 (2005),,"<=1/500,000",0.75,0.67
250,34,ES&S,DS450,20,Batch-Fed Optical Scanner,9,Windows,VVSG 1.0 (2005),72 ballots/minute,"<=1/500,000",0.85,0.64
251,34,ES&S,DS850,7,Batch-Fed Optical Scanner,13,Windows,VVSG 1.0 (2005),300 ballots/min,"<=1/500,000",0.75,0.64
252,34,ES&S,DS950,14,Batch-Fed Optical Scanner,,,(VVSG) 2.0,280 ballots/minute,"<=1/1,670,000",0.7,0.66
253,34,ES&S,ExpressVote,347,BMD,11,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.85,0.62
254,34,ES&S,ExpressVote XL,7612,BMD/Tabulator,,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.7,0.58
255,35,Dominion,ImageCast Central,48,Batch-Fed Optical Scanner,14,Windows,VVSG 1.0 (2005),High-speed,"<=1/500,000",0.75,0.57
256,35,Dominion,ImageCast Evolution,1527,Hybrid Optical Scanner/BMD,14,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.75,0.57
257,36,Clear Ballot,ClearCast,951,Hand-Fed Optical Scanner,,,VVSG 1.0 (2005),,"<=1/500,000",1.0,0.71
258,36,Clear Ballot,ClearMark,681,BMD,,,NYSBOE (2023),,,1.0,0.72
259,36,Dominion,AutoMARK,2161,,,,,,,,
260,36,Dominion,ImageCast Evolution,5923,Hybrid Optical Scanner/BMD,14,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.75,0.57
261,36,Dominion,ImageCast Precinct,115,Hand-Fed Optical Scanner,14,,VVSG 1.0 (2005),,"<=1/500,000",0.75,0.51
262,36,Dominion,ImageCast Precinct 2,24,Hand-Fed Optical Scanner,,,VVSG 1.0 (2005),,"<=1/500,000",0.7,0.51
263,36,ES&S,DS200,5579,Hand-Fed Optical Scanner,15,Windows,VVSG 1.0 (2005),Highspeed,"<=1/500,000",0.75,0.57
264,36,ES&S,DS300,276,Hand-Fed Optical Scanner,,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.7,0.57
265,36,Hart InterCivic,Verity Scan,263,Hand-Fed Optical Scanner,,,,,,0.95,0.79
266,36,Hart InterCivic,Verity Touch Writer,202,BMD,,,,,,0.95,0.73
267,37,Dominion,AutoMARK,604,,,,,,,,
268,37,ES&S,DS200,3165,Hand-Fed Optical Scanner,15,Windows,VVSG 1.0 (2005),Highspeed,"<=1/500,000",0.75,0.57
269,37,ES&S,DS300,93,Hand-Fed Optical Scanner,,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.7,0.57
270,37,ES&S,DS450,28,Batch-Fed Optical Scanner,9,Windows,VVSG 1.0 (2005),72 ballots/minute,"<=1/500,000",0.85,0.64
271,37,ES&S,DS850,33,Batch-Fed Optical Scanner,13,Windows,VVSG 1.0 (2005),300 ballots/min,"<=1/500,000",0.75,0.64
272,37,ES&S,ExpressVote,5406,BMD,11,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.85,0.62
273,37,ES&S,M100,43,,,,,,,,
274,37,Hart InterCivic,Verity Central,6,Batch-Fed Optical Scanner,,,,,,0.95,0.69
275,37,Hart InterCivic,Verity Scan,215,Hand-Fed Optical Scanner,,,,,,0.95,0.79
276,37,Hart InterCivic,Verity Touch Writer,182,BMD,,,,,,0.95,0.73
277,38,ES&S,DS200,453,Hand-Fed Optical Scanner,15,Windows,VVSG 1.0 (2005),Highspeed,"<=1/500,000",0.75,0.57
278,38,ES&S,DS450,57,Batch-Fed Optical Scanner,9,Windows,VVSG 1.0 (2005),72 ballots/minute,"<=1/500,000",0.85,0.64
279,38,ES&S,ExpressVote,429,BMD,11,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.85,0.62
280,39,Clear Ballot,ClearAccess,574,BMD,,,VVSG 1.0 (2005),,"<=1/500,000",1.0,0.79
281,39,Clear Ballot,ClearCast,1607,Hand-Fed Optical Scanner,,,VVSG 1.0 (2005),,"<=1/500,000",1.0,0.71
282,39,Clear Ballot,ClearCount,53,Batch-Fed Optical Scanner,,,VVSG 1.0 (2005),,"<=1/500,000",1.0,0.77
283,39,Dominion,AutoMARK,21,,,,,,,,
284,39,Dominion,ImageCast Central,24,Batch-Fed Optical Scanner,14,Windows,VVSG 1.0 (2005),High-speed,"<=1/500,000",0.75,0.57
285,39,Dominion,ImageCast Evolution,40,Hybrid Optical Scanner/BMD,14,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.75,0.57
286,39,Dominion,ImageCast Precinct,116,Hand-Fed Optical Scanner,14,,VVSG 1.0 (2005),,"<=1/500,000",0.75,0.51
287,39,Dominion,ImageCast X as DRE,5826,DRE Touchscreen,,,,,,0.95,0.83
288,39,ES&S,DS200,2729,Hand-Fed Optical Scanner,15,Windows,VVSG 1.0 (2005),Highspeed,"<=1/500,000",0.75,0.57
289,39,ES&S,DS300,11,Hand-Fed Optical Scanner,,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.7,0.57
290,39,ES&S,DS450,29,Batch-Fed Optical Scanner,9,Windows,VVSG 1.0 (2005),72 ballots/minute,"<=1/500,000",0.85,0.64
291,39,ES&S,DS850,5,Batch-Fed Optical Scanner,13,Windows,VVSG 1.0 (2005),300 ballots/min,"<=1/500,000",0.75,0.64
292,39,ES&S,DS950,4,Batch-Fed Optical Scanner,,,(VVSG) 2.0,280 ballots/minute,"<=1/1,670,000",0.7,0.66
293,39,ES&S,ExpressVote,10560,BMD,11,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.85,0.62
294,39,ES&S,ExpressVote XL,11,BMD/Tabulator,,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.7,0.58
295,39,Fujitsu,fi-7900,5,,,,,,,,
296,39,Hart InterCivic,Verity Central,5,Batch-Fed Optical Scanner,,,,,,0.95,0.69
297,39,Hart InterCivic,Verity Scan,596,Hand-Fed Optical Scanner,,,,,,0.95,0.79
298,39,Hart InterCivic,Verity Touch Writer,313,BMD,,,,,,0.95,0.73
299,39,Unisyn,Freedom Vote Scan (FVS),12,Hand-Fed Optical Scanner,,,,,,1.0,0.85
300,39,Unisyn,Freedom Vote Tablet (FVT),1925,BMD,,,,,,1.0,0.86
301,39,Unisyn,OpenElect (OVCS),45,,,,,,,,
302,39,Unisyn,OpenElect OVI,30,BMD,,,,,,0.95,0.77
303,39,Unisyn,OpenElect OVO,223,Hand-Fed Optical Scanner,,,,,,0.95,0.8
304,40,Hart InterCivic,Verity Central,4,Batch-Fed Optical Scanner,,,,,,0.95,0.69
305,40,Hart InterCivic,eScan,2067,Hand-Fed Optical Scanner,,,,,,0.95,0.83
306,41,Clear Ballot,ClearCount,0,Batch-Fed Optical Scanner,,,VVSG 1.0 (2005),,"<=1/500,000",1.0,0.77
307,41,ES&S,DS450,0,Batch-Fed Optical Scanner,9,Windows,VVSG 1.0 (2005),72 ballots/minute,"<=1/500,000",0.85,0.64
308,41,ES&S,DS850,0,Batch-Fed Optical Scanner,13,Windows,VVSG 1.0 (2005),300 ballots/min,"<=1/500,000",0.75,0.64
309,41,ES&S,M650,0,,,,,,,,
310,41,Hart InterCivic,Verity Central,0,Batch-Fed Optical Scanner,,,,,,0.95,0.69
311,42,Clear Ballot,ClearAccess,521,BMD,,,VVSG 1.0 (2005),,"<=1/500,000",1.0,0.79
312,42,Clear Ballot,ClearCast,840,Hand-Fed Optical Scanner,,,VVSG 1.0 (2005),,"<=1/500,000",1.0,0.71
313,42,Clear Ballot,ClearCount,17,Batch-Fed Optical Scanner,,,VVSG 1.0 (2005),,"<=1/500,000",1.0,0.77
314,42,Dominion,ImageCast Central,25,Batch-Fed Optical Scanner,14,Windows,VVSG 1.0 (2005),High-speed,"<=1/500,000",0.75,0.57
315,42,Dominion,ImageCast Precinct,1058,Hand-Fed Optical Scanner,14,,VVSG 1.0 (2005),,"<=1/500,000",0.75,0.51
316,42,Dominion,ImageCast X,1636,BMD,12,Android,VVSG 1.0 (2005),,"<=1/500,000",0.75,0.67
317,42,ES&S,DS200,4079,Hand-Fed Optical Scanner,15,Windows,VVSG 1.0 (2005),Highspeed,"<=1/500,000",0.75,0.57
318,42,ES&S,DS450,37,Batch-Fed Optical Scanner,9,Windows,VVSG 1.0 (2005),72 ballots/minute,"<=1/500,000",0.85,0.64
319,42,ES&S,DS850,11,Batch-Fed Optical Scanner,13,Windows,VVSG 1.0 (2005),300 ballots/min,"<=1/500,000",0.75,0.64
320,42,ES&S,DS950,2,Batch-Fed Optical Scanner,,,(VVSG) 2.0,280 ballots/minute,"<=1/1,670,000",0.7,0.66
321,42,ES&S,ExpressVote,6077,BMD,11,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.85,0.62
322,42,ES&S,ExpressVote XL,8202,BMD/Tabulator,,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.7,0.58
323,42,Hart InterCivic,Verity Central,7,Batch-Fed Optical Scanner,,,,,,0.95,0.69
324,42,Hart InterCivic,Verity Scan,442,Hand-Fed Optical Scanner,,,,,,0.95,0.79
325,42,Hart InterCivic,Verity Touch Writer,441,BMD,,,,,,0.95,0.73
326,42,Unisyn,Freedom Vote Tablet (FVT),552,BMD,,,,,,1.0,0.86
327,42,Unisyn,OpenElect (OVCS),4,,,,,,,,
328,42,Unisyn,OpenElect OVO,128,Hand-Fed Optical Scanner,,,,,,0.95,0.8
329,44,ES&S,DS200,590,Hand-Fed Optical Scanner,15,Windows,VVSG 1.0 (2005),Highspeed,"<=1/500,000",0.75,0.57
330,44,ES&S,DS850,117,Batch-Fed Optical Scanner,13,Windows,VVSG 1.0 (2005),300 ballots/min,"<=1/500,000",0.75,0.64
331,44,ES&S,ExpressVote,495,BMD,11,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.85,0.62
332,45,ES&S,DS300,3124,Hand-Fed Optical Scanner,,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.7,0.57
333,45,ES&S,DS450,21,Batch-Fed Optical Scanner,9,Windows,VVSG 1.0 (2005),72 ballots/minute,"<=1/500,000",0.85,0.64
334,45,ES&S,DS850,1,Batch-Fed Optical Scanner,13,Windows,VVSG 1.0 (2005),300 ballots/min,"<=1/500,000",0.75,0.64
335,45,ES&S,ExpressVote,15659,BMD,11,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.85,0.62
336,46,Dominion,AutoMARK,17,,,,,,,,
337,46,ES&S,DS200,32,Hand-Fed Optical Scanner,15,Windows,VVSG 1.0 (2005),Highspeed,"<=1/500,000",0.75,0.57
338,46,ES&S,DS450,25,Batch-Fed Optical Scanner,9,Windows,VVSG 1.0 (2005),72 ballots/minute,"<=1/500,000",0.85,0.64
339,46,ES&S,DS850,14,Batch-Fed Optical Scanner,13,Windows,VVSG 1.0 (2005),300 ballots/min,"<=1/500,000",0.75,0.64
340,46,ES&S,ExpressVote,420,BMD,11,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.85,0.62
341,47,ES&S,DS200,955,Hand-Fed Optical Scanner,15,Windows,VVSG 1.0 (2005),Highspeed,"<=1/500,000",0.75,0.57
342,47,ES&S,DS300,117,Hand-Fed Optical Scanner,,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.7,0.57
343,47,ES&S,DS450,10,Batch-Fed Optical Scanner,9,Windows,VVSG 1.0 (2005),72 ballots/minute,"<=1/500,000",0.85,0.64
344,47,ES&S,DS950,1,Batch-Fed Optical Scanner,,,(VVSG) 2.0,280 ballots/minute,"<=1/1,670,000",0.7,0.66
345,47,ES&S,ExpressVote,3595,BMD,11,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.85,0.62
346,47,Hart InterCivic,Verity Central,3,Batch-Fed Optical Scanner,,,,,,0.95,0.69
347,47,Hart InterCivic,Verity Duo,254,BMD,,,,,,1.0,0.55
348,47,Hart InterCivic,Verity Scan,535,Hand-Fed Optical Scanner,,,,,,0.95,0.79
349,47,Hart InterCivic,Verity Touch Writer,716,BMD,,,,,,0.95,0.73
350,47,MicroVote,Infinity,2930,DRE Push Button,,"Microsoft Windows 2000, Windows XP Professional",,,,0.95,0.48
351,47,Unisyn,Freedom Vote Tablet (FVT),56,BMD,,,,,,1.0,0.86
352,47,Unisyn,OpenElect OVI,11,BMD,,,,,,0.95,0.77
353,47,Unisyn,OpenElect OVO,11,Hand-Fed Optical Scanner,,,,,,0.95,0.8
354,48,Dominion,AutoMARK,84,,,,,,,,
355,48,ES&S,DS200,3026,Hand-Fed Optical Scanner,15,Windows,VVSG 1.0 (2005),Highspeed,"<=1/500,000",0.75,0.57
356,48,ES&S,DS300,78,Hand-Fed Optical Scanner,,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.7,0.57
357,48,ES&S,DS450,38,Batch-Fed Optical Scanner,9,Windows,VVSG 1.0 (2005),72 ballots/minute,"<=1/500,000",0.85,0.64
358,48,ES&S,DS850,7,Batch-Fed Optical Scanner,13,Windows,VVSG 1.0 (2005),300 ballots/min,"<=1/500,000",0.75,0.64
359,48,ES&S,DS950,4,Batch-Fed Optical Scanner,,,(VVSG) 2.0,280 ballots/minute,"<=1/1,670,000",0.7,0.66
360,48,ES&S,ExpressTouch,733,DRE Touchscreen,,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.7,0.58
361,48,ES&S,ExpressVote,17186,BMD,11,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.85,0.62
362,48,ES&S,ExpressVote XL,8,BMD/Tabulator,,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.7,0.58
363,48,ES&S,M100,4,,,,,,,,
364,48,ES&S,M650,1,,,,,,,,
365,48,ES&S,iVotronic,63,DRE Touchscreen,,,,,,0.65,0.3
366,48,Hart InterCivic,Verity Central,34,Batch-Fed Optical Scanner,,,,,,0.95,0.69
367,48,Hart InterCivic,Verity Controller,17,,,,,,,,
368,48,Hart InterCivic,Verity Duo,16542,BMD,,,,,,1.0,0.55
369,48,Hart InterCivic,Verity Duo Go,120,,,,,,,,
370,48,Hart InterCivic,Verity Scan,5138,Hand-Fed Optical Scanner,,,,,,0.95,0.79
371,48,Hart InterCivic,Verity Touch,59,DRE Touchscreen,,,,,,0.95,0.65
372,48,Hart InterCivic,Verity Touch Writer,12030,BMD,,,,,,0.95,0.73
373,48,Hart InterCivic,Verity Voting 2.5,40,,,,,,,,
374,48,Hart InterCivic,eScan,133,Hand-Fed Optical Scanner,,,,,,0.95,0.83
375,48,Hart InterCivic,eSlate,175,DRE Dial,,,,,,0.95,0.8
376,48,Kodak,I260,1,,,,,,,,
377,48,Kodak,I620,1,,,,,,,,
378,49,Dominion,ImageCast Central,9,Batch-Fed Optical Scanner,14,Windows,VVSG 1.0 (2005),High-speed,"<=1/500,000",0.75,0.57
379,49,Dominion,ImageCast X as DRE,665,DRE Touchscreen,,,,,,0.95,0.83
380,49,ES&S,DS200,39,Hand-Fed Optical Scanner,15,Windows,VVSG 1.0 (2005),Highspeed,"<=1/500,000",0.75,0.57
381,49,ES&S,DS300,26,Hand-Fed Optical Scanner,,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.7,0.57
382,49,ES&S,DS450,20,Batch-Fed Optical Scanner,9,Windows,VVSG 1.0 (2005),72 ballots/minute,"<=1/500,000",0.85,0.64
383,49,ES&S,DS850,2,Batch-Fed Optical Scanner,13,Windows,VVSG 1.0 (2005),300 ballots/min,"<=1/500,000",0.75,0.64
384,49,ES&S,ExpressVote,169,BMD,11,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.85,0.62
385,49,Premier Election Solutions (Diebold),AccuVote TSX,2,DRE Touchscreen,,,,,,0.7,0.34
386,49,Unisyn,OpenElect OVO,1,Hand-Fed Optical Scanner,,,,,,0.95,0.8
387,50,Democracy Live,OmniBallot Tablet,262,BMD,,Windows 10 IoT Enterprise,,,,0.7,0.45
388,51,Dominion,ImageCast Evolution,756,Hybrid Optical Scanner/BMD,14,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.75,0.57
389,51,Dominion,ImageCast Precinct,23,Hand-Fed Optical Scanner,14,,VVSG 1.0 (2005),,"<=1/500,000",0.75,0.51
390,51,Dominion,ImageCast Precinct 2,21,Hand-Fed Optical Scanner,,,VVSG 1.0 (2005),,"<=1/500,000",0.7,0.51
391,51,ES&S,DS200,1862,Hand-Fed Optical Scanner,15,Windows,VVSG 1.0 (2005),Highspeed,"<=1/500,000",0.75,0.57
392,51,ES&S,DS300,132,Hand-Fed Optical Scanner,,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.7,0.57
393,51,ES&S,DS450,5,Batch-Fed Optical Scanner,9,Windows,VVSG 1.0 (2005),72 ballots/minute,"<=1/500,000",0.85,0.64
394,51,ES&S,DS850,2,Batch-Fed Optical Scanner,13,Windows,VVSG 1.0 (2005),300 ballots/min,"<=1/500,000",0.75,0.64
395,51,ES&S,ExpressVote,1699,BMD,11,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.85,0.62
396,51,Hart InterCivic,Verity Central,5,Batch-Fed Optical Scanner,,,,,,0.95,0.69
397,51,Hart InterCivic,Verity Scan,586,Hand-Fed Optical Scanner,,,,,,0.95,0.79
398,51,Hart InterCivic,Verity Touch Writer,413,BMD,,,,,,0.95,0.73
399,51,Unisyn,Freedom Vote Scan (FVS),349,Hand-Fed Optical Scanner,,,,,,1.0,0.85
400,51,Unisyn,Freedom Vote Tablet (FVT),130,BMD,,,,,,1.0,0.86
401,51,Unisyn,OpenElect (OVCS),5,,,,,,,,
402,51,Unisyn,OpenElect OVI,453,BMD,,,,,,0.95,0.77
403,51,Unisyn,OpenElect OVO,414,Hand-Fed Optical Scanner,,,,,,0.95,0.8
404,53,Clear Ballot,ClearAccess,48,BMD,,,VVSG 1.0 (2005),,"<=1/500,000",1.0,0.79
405,53,Clear Ballot,ClearCount,47,Batch-Fed Optical Scanner,,,VVSG 1.0 (2005),,"<=1/500,000",1.0,0.77
406,53,Dominion,ImageCast Central,2,Batch-Fed Optical Scanner,14,Windows,VVSG 1.0 (2005),High-speed,"<=1/500,000",0.75,0.57
407,53,Dominion,ImageCast X,1,BMD,12,Android,VVSG 1.0 (2005),,"<=1/500,000",0.75,0.67
408,53,ES&S,DS450,2,Batch-Fed Optical Scanner,9,Windows,VVSG 1.0 (2005),72 ballots/minute,"<=1/500,000",0.85,0.64
409,53,ES&S,DS850,4,Batch-Fed Optical Scanner,13,Windows,VVSG 1.0 (2005),300 ballots/min,"<=1/500,000",0.75,0.64
410,53,ES&S,DS950,2,Batch-Fed Optical Scanner,,,(VVSG) 2.0,280 ballots/minute,"<=1/1,670,000",0.7,0.66
411,53,ES&S,ExpressVote,12,BMD,11,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.85,0.62
412,53,ES&S,ExpressVote XL,9,BMD/Tabulator,,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.7,0.58
413,53,Hart InterCivic,Verity Central,28,Batch-Fed Optical Scanner,,,,,,0.95,0.69
414,53,Hart InterCivic,Verity Touch Writer,24,BMD,,,,,,0.95,0.73
415,54,ES&S,DS200,1575,Hand-Fed Optical Scanner,15,Windows,VVSG 1.0 (2005),Highspeed,"<=1/500,000",0.75,0.57
416,54,ES&S,DS450,3,Batch-Fed Optical Scanner,9,Windows,VVSG 1.0 (2005),72 ballots/minute,"<=1/500,000",0.85,0.64
417,54,ES&S,DS850,1,Batch-Fed Optical Scanner,13,Windows,VVSG 1.0 (2005),300 ballots/min,"<=1/500,000",0.75,0.64
418,54,ES&S,ExpressVote,5971,BMD,11,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.85,0.62
419,54,ES&S,M650,1,,,,,,,,
420,55,Clear Ballot,ClearAccess,0,BMD,,,VVSG 1.0 (2005),,"<=1/500,000",1.0,0.79
421,55,Clear Ballot,ClearCast,0,Hand-Fed Optical Scanner,,,VVSG 1.0 (2005),,"<=1/500,000",1.0,0.71
422,55,Dominion,ImageCast X,0,BMD,12,Android,VVSG 1.0 (2005),,"<=1/500,000",0.75,0.67
423,55,Dominion,ImageCast X as DRE,0,DRE Touchscreen,,,,,,0.95,0.83
424,55,ES&S,DS200,0,Hand-Fed Optical Scanner,15,Windows,VVSG 1.0 (2005),Highspeed,"<=1/500,000",0.75,0.57
425,55,ES&S,DS450,0,Batch-Fed Optical Scanner,9,Windows,VVSG 1.0 (2005),72 ballots/minute,"<=1/500,000",0.85,0.64
426,55,ES&S,DS850,0,Batch-Fed Optical Scanner,13,Windows,VVSG 1.0 (2005),300 ballots/min,"<=1/500,000",0.75,0.64
427,56,ES&S,DS200,383,Hand-Fed Optical Scanner,15,Windows,VVSG 1.0 (2005),Highspeed,"<=1/500,000",0.75,0.57
428,56,ES&S,DS450,10,Batch-Fed Optical Scanner,9,Windows,VVSG 1.0 (2005),72 ballots/minute,"<=1/500,000",0.85,0.64
429,56,ES&S,DS850,1,Batch-Fed Optical Scanner,13,Windows,VVSG 1.0 (2005),300 ballots/min,"<=1/500,000",0.75,0.64
430,56,ES&S,ExpressVote,510,BMD,11,Windows,VVSG 1.0 (2005),,"<=1/500,000",0.85,0.62
